,incomes,costs,profit
0,2534.97865925875,0,2534.97865925875
1,4689.872064531181,0,4689.872064531181
2,4975.872064531181,0,4975.872064531181
3,5198.672064531182,0,5198.672064531182
4,5736.379379637141,0,5736.379379637141
5,6863.064098633084,0,6863.064098633084
6,7992.657533463407,0,7992.657533463407
7,10282.058458002884,0,10282.058458002884
8,10508.058458002884,0,10508.058458002884
9,12307.663732003546,0,12307.663732003546
10,13795.008986833367,0,13795.008986833367
11,14297.574793456015,0,14297.574793456015
12,15908.51822994606,0,15908.51822994606
13,16657.081131093626,0,16657.081131093626
14,17998.14277766055,0,17998.14277766055
15,24629.637519683467,0,24629.637519683467
16,25435.039678674493,0,25435.039678674493
17,26643.436727378186,0,26643.436727378186
18,27855.455196978983,0,27855.455196978983
19,28643.904432329073,0,28643.904432329073
20,28643.904432329073,0,28643.904432329073
21,28643.904432329073,0,28643.904432329073
22,28643.904432329073,0,28643.904432329073
23,29367.16048654035,0,29367.16048654035
24,29367.16048654035,0,29367.16048654035
25,29699.910719004136,0,29699.910719004136
26,30741.271067285325,0,30741.271067285325
27,33296.18572558602,0,33296.18572558602
28,34573.88049450415,0,34573.88049450415
29,34981.26351362977,0,34981.26351362977
30,35173.933866115425,0,35173.933866115425
31,35248.3225526969,0,35248.3225526969
32,35645.4111950253,0,35645.4111950253
33,35994.72103300317,0,35994.72103300317
34,36827.27950405948,0,36827.27950405948
35,38222.97551281647,0,38222.97551281647
36,40391.41964654798,0,40391.41964654798
37,41134.138394717374,0,41134.138394717374
38,41134.138394717374,0,41134.138394717374
39,42802.22818325003,0,42802.22818325003
40,45234.97123508187,0,45234.97123508187
41,45624.31646847743,0,45624.31646847743
42,46644.72645079521,0,46644.72645079521
43,48287.19017725917,0,48287.19017725917
44,49756.9516377867,0,49756.9516377867
45,55764.28745116228,0,55764.28745116228
46,56716.4722724338,0,56716.4722724338
47,57749.36017194572,0,57749.36017194572
48,59757.96211812038,0,59757.96211812038
49,60914.2660174385,0,60914.2660174385
50,61624.87564930585,0,61624.87564930585
51,62200.75551477717,0,62200.75551477717
52,62200.75551477717,0,62200.75551477717
53,62558.45816951939,0,62558.45816951939
54,62558.45816951939,0,62558.45816951939
55,62864.1337775005,0,62864.1337775005
56,63604.59740087097,0,63604.59740087097
57,64930.06808269296,0,64930.06808269296
58,67075.30685260774,0,67075.30685260774
59,68256.17471547556,0,68256.17471547556
60,69222.46486687547,0,69222.46486687547
61,70410.56494986336,0,70410.56494986336
62,70528.82461513502,0,70528.82461513502
63,70528.82461513502,0,70528.82461513502
64,71260.37727872633,0,71260.37727872633
65,71688.17031349814,0,71688.17031349814
66,74175.05157650719,0,74175.05157650719
67,75388.84575416,0,75388.84575416
68,75388.84575416,0,75388.84575416
69,77355.06664714623,0,77355.06664714623
70,80546.80099466715,0,80546.80099466715
71,81380.00041042193,0,81380.00041042193
72,81380.00041042193,0,81380.00041042193
73,83254.49270120675,0,83254.49270120675
74,84908.65925427793,0,84908.65925427793
75,92159.2319944379,0,92159.2319944379
76,92536.90331648591,0,92536.90331648591
77,93224.74699968993,0,93224.74699968993
78,94572.06087530198,0,94572.06087530198
