,incomes,costs,profit
0,2209.8,0,2209.8
1,10305.400000000001,0,10305.400000000001
2,10391.400000000001,0,10391.400000000001
3,10391.400000000001,0,10391.400000000001
4,10391.400000000001,0,10391.400000000001
5,10391.400000000001,0,10391.400000000001
6,10739.744841190995,0,10739.744841190995
7,11603.929121809608,0,11603.929121809608
8,11975.649081589458,0,11975.649081589458
9,11975.649081589458,0,11975.649081589458
10,12727.27800879425,0,12727.27800879425
11,12727.27800879425,0,12727.27800879425
12,13995.059767418856,0,13995.059767418856
13,23333.390304207238,0,23333.390304207238
14,23333.390304207238,0,23333.390304207238
15,25790.413639239778,0,25790.413639239778
16,26478.270199578288,0,26478.270199578288
17,27365.41169961487,0,27365.41169961487
18,27365.41169961487,0,27365.41169961487
19,27531.91866496736,0,27531.91866496736
20,27977.995181028386,0,27977.995181028386
21,27977.995181028386,0,27977.995181028386
22,27977.995181028386,0,27977.995181028386
23,29985.9910804769,0,29985.9910804769
24,32361.328641219414,0,32361.328641219414
25,33107.426892967655,0,33107.426892967655
26,34013.684291871155,0,34013.684291871155
27,34418.37947953307,0,34418.37947953307
28,35202.38905045632,0,35202.38905045632
29,39210.49893403603,0,39210.49893403603
30,39776.96280516002,0,39776.96280516002
31,46250.19191182073,0,46250.19191182073
32,46250.19191182073,0,46250.19191182073
33,46348.19191182073,0,46348.19191182073
34,46348.19191182073,0,46348.19191182073
35,46749.41746800021,0,46749.41746800021
36,46749.41746800021,0,46749.41746800021
37,47242.70000869403,0,47242.70000869403
38,47242.70000869403,0,47242.70000869403
39,47242.70000869403,0,47242.70000869403
40,47843.026851904884,0,47843.026851904884
41,48379.254446509636,0,48379.254446509636
42,49033.2141576266,0,49033.2141576266
43,58981.820639946345,0,58981.820639946345
44,58981.820639946345,0,58981.820639946345
45,60365.140554246034,0,60365.140554246034
46,61227.937444370684,0,61227.937444370684
47,61625.36232645502,0,61625.36232645502
48,62140.77909782013,0,62140.77909782013
49,62704.98400703044,0,62704.98400703044
50,62704.98400703044,0,62704.98400703044
51,63335.20636681581,0,63335.20636681581
52,63527.855424373265,0,63527.855424373265
53,64906.49983280917,0,64906.49983280917
54,66918.96020216012,0,66918.96020216012
55,67088.74802428643,0,67088.74802428643
56,67877.28644310878,0,67877.28644310878
57,68231.05474442695,0,68231.05474442695
58,68894.91278144708,0,68894.91278144708
59,70920.34766504103,0,70920.34766504103
60,72334.15772068575,0,72334.15772068575
61,80126.93682437376,0,80126.93682437376
62,80418.78354579656,0,80418.78354579656
63,80418.78354579656,0,80418.78354579656
64,80418.78354579656,0,80418.78354579656
65,80876.00592807084,0,80876.00592807084
66,80876.00592807084,0,80876.00592807084
67,81090.90521805767,0,81090.90521805767
68,81090.90521805767,0,81090.90521805767
69,81665.12814567234,0,81665.12814567234
70,82116.92336547555,0,82116.92336547555
71,82753.35837430968,0,82753.35837430968
72,82753.35837430968,0,82753.35837430968
73,91356.0435803017,0,91356.0435803017
74,91356.0435803017,0,91356.0435803017
75,92612.69053646823,0,92612.69053646823
76,93057.26894557096,0,93057.26894557096
77,93831.62920119861,0,93831.62920119861
78,94395.47523805263,0,94395.47523805263
79,95262.38210654953,0,95262.38210654953
80,95262.38210654953,0,95262.38210654953
81,95611.24042414884,0,95611.24042414884
82,95611.24042414884,0,95611.24042414884
83,97021.19212694942,0,97021.19212694942
84,98877.58789508569,0,98877.58789508569
85,100561.01067969436,0,100561.01067969436
86,100966.26551502495,0,100966.26551502495
87,100966.26551502495,0,100966.26551502495
88,102062.86559952669,0,102062.86559952669
89,104990.7018501591,0,104990.7018501591
90,106035.72151035014,0,106035.72151035014
91,112004.7875403723,0,112004.7875403723
92,112214.65048079379,0,112214.65048079379
93,113030.48650269014,0,113030.48650269014
94,113030.48650269014,0,113030.48650269014
95,113030.48650269014,0,113030.48650269014
96,113030.48650269014,0,113030.48650269014
97,113563.71111128373,0,113563.71111128373
98,113563.71111128373,0,113563.71111128373
99,114704.3025536234,0,114704.3025536234
100,114704.3025536234,0,114704.3025536234
101,114869.07095275528,0,114869.07095275528
102,115175.97865547473,0,115175.97865547473
103,122109.71422526642,0,122109.71422526642
104,123616.72867643337,0,123616.72867643337
105,123616.72867643337,0,123616.72867643337
106,123616.72867643337,0,123616.72867643337
107,125562.3489763153,0,125562.3489763153
108,126519.26472326195,0,126519.26472326195
109,126519.26472326195,0,126519.26472326195
110,127213.93164494632,0,127213.93164494632
111,127213.93164494632,0,127213.93164494632
112,127213.93164494632,0,127213.93164494632
113,127213.93164494632,0,127213.93164494632
114,129456.8745585555,0,129456.8745585555
115,130227.84122504735,0,130227.84122504735
116,131240.29260703694,0,131240.29260703694
117,131556.04381299295,0,131556.04381299295
118,132312.7294143572,0,132312.7294143572
119,134536.65865877038,0,134536.65865877038
120,137100.82078959147,0,137100.82078959147
121,142181.75897013702,0,142181.75897013702
122,142181.75897013702,0,142181.75897013702
123,143647.3349497501,0,143647.3349497501
124,143866.59729959394,0,143866.59729959394
125,144170.58677620374,0,144170.58677620374
126,144170.58677620374,0,144170.58677620374
127,144170.58677620374,0,144170.58677620374
128,144170.58677620374,0,144170.58677620374
129,144170.58677620374,0,144170.58677620374
130,144170.58677620374,0,144170.58677620374
131,144170.58677620374,0,144170.58677620374
132,144170.58677620374,0,144170.58677620374
133,150526.54489817104,0,150526.54489817104
134,154037.3456231615,0,154037.3456231615
135,154037.3456231615,0,154037.3456231615
136,154262.5786455219,0,154262.5786455219
137,155859.2022053251,0,155859.2022053251
138,155859.2022053251,0,155859.2022053251
139,156092.22042539285,0,156092.22042539285
140,156714.23312768395,0,156714.23312768395
141,156714.23312768395,0,156714.23312768395
142,156714.23312768395,0,156714.23312768395
143,156714.23312768395,0,156714.23312768395
144,158932.51187610358,0,158932.51187610358
145,159276.45918339636,0,159276.45918339636
146,160293.92457524544,0,160293.92457524544
147,160293.92457524544,0,160293.92457524544
148,160551.44717313137,0,160551.44717313137
149,162241.02266514656,0,162241.02266514656
150,164062.45961387845,0,164062.45961387845
151,168558.56975814572,0,168558.56975814572
152,169525.51150728064,0,169525.51150728064
153,172012.6996829146,0,172012.6996829146
154,172341.5963876152,0,172341.5963876152
155,172579.09237313562,0,172579.09237313562
156,172579.09237313562,0,172579.09237313562
157,172579.09237313562,0,172579.09237313562
158,172579.09237313562,0,172579.09237313562
159,172579.09237313562,0,172579.09237313562
160,172579.09237313562,0,172579.09237313562
161,173328.08729775756,0,173328.08729775756
162,173596.55633545306,0,173596.55633545306
163,179173.13605799896,0,179173.13605799896
164,181873.04833594034,0,181873.04833594034
165,181873.04833594034,0,181873.04833594034
166,182230.0937434301,0,182230.0937434301
167,183648.57444106587,0,183648.57444106587
168,184809.25137401183,0,184809.25137401183
169,184809.25137401183,0,184809.25137401183
170,185614.85597976125,0,185614.85597976125
171,185614.85597976125,0,185614.85597976125
172,185614.85597976125,0,185614.85597976125
173,186238.77105970433,0,186238.77105970433
174,189001.1185250152,0,189001.1185250152
175,189001.1185250152,0,189001.1185250152
176,189835.75691510923,0,189835.75691510923
177,190584.91152408606,0,190584.91152408606
178,190584.91152408606,0,190584.91152408606
179,191725.62505423868,0,191725.62505423868
180,192778.4712352444,0,192778.4712352444
181,196874.77519443215,0,196874.77519443215
182,197961.55195605927,0,197961.55195605927
183,200609.46014379902,0,200609.46014379902
184,202018.02221668194,0,202018.02221668194
185,202148.60967360437,0,202148.60967360437
186,202556.31360170204,0,202556.31360170204
187,202556.31360170204,0,202556.31360170204
188,202905.91604986237,0,202905.91604986237
189,202905.91604986237,0,202905.91604986237
190,203253.2366438792,0,203253.2366438792
191,203253.2366438792,0,203253.2366438792
192,203253.2366438792,0,203253.2366438792
193,207441.94005039427,0,207441.94005039427
194,210031.73224609677,0,210031.73224609677
195,210177.3056391574,0,210177.3056391574
196,210177.3056391574,0,210177.3056391574
197,211194.99721599807,0,211194.99721599807
198,213246.2889414528,0,213246.2889414528
199,213246.2889414528,0,213246.2889414528
200,213558.35658477704,0,213558.35658477704
201,213558.35658477704,0,213558.35658477704
202,214434.1375753634,0,214434.1375753634
203,215483.60032494605,0,215483.60032494605
204,217848.35934426522,0,217848.35934426522
205,217848.35934426522,0,217848.35934426522
206,218253.84903589086,0,218253.84903589086
207,219860.37381715272,0,219860.37381715272
208,219860.37381715272,0,219860.37381715272
209,220023.10140391724,0,220023.10140391724
210,221070.7803867622,0,221070.7803867622
211,223688.8626050302,0,223688.8626050302
212,224891.34694452747,0,224891.34694452747
213,227013.10601812365,0,227013.10601812365
214,227531.42147260855,0,227531.42147260855
215,227735.02394114737,0,227735.02394114737
216,228035.7148988719,0,228035.7148988719
217,228443.3747002205,0,228443.3747002205
218,228443.3747002205,0,228443.3747002205
219,230245.26276594802,0,230245.26276594802
220,230245.26276594802,0,230245.26276594802
221,230245.26276594802,0,230245.26276594802
222,230245.26276594802,0,230245.26276594802
223,233508.84556033765,0,233508.84556033765
224,235721.3766203074,0,235721.3766203074
225,235721.3766203074,0,235721.3766203074
226,236103.30645392448,0,236103.30645392448
227,237461.0152277154,0,237461.0152277154
228,238920.35599968245,0,238920.35599968245
229,239662.49980788276,0,239662.49980788276
230,240200.048157622,0,240200.048157622
231,240200.048157622,0,240200.048157622
232,240200.048157622,0,240200.048157622
233,240842.6094794238,0,240842.6094794238
234,242846.52716529873,0,242846.52716529873
235,242846.52716529873,0,242846.52716529873
236,242924.24010666917,0,242924.24010666917
237,243857.30715012096,0,243857.30715012096
238,244335.26477794684,0,244335.26477794684
239,244335.26477794684,0,244335.26477794684
240,245667.61085804575,0,245667.61085804575
241,247876.71197581815,0,247876.71197581815
242,249413.7368817181,0,249413.7368817181
243,251276.57061742243,0,251276.57061742243
244,252505.46371121524,0,252505.46371121524
245,253353.64111302866,0,253353.64111302866
246,253353.64111302866,0,253353.64111302866
247,253906.13644971224,0,253906.13644971224
248,253906.13644971224,0,253906.13644971224
249,254377.25801067878,0,254377.25801067878
250,256192.29523524252,0,256192.29523524252
