,incomes,costs,profit
0,5584.523922268852,0,5584.523922268852
1,9843.097323115435,0,9843.097323115435
2,9978.097323115435,0,9978.097323115435
3,10685.993069612394,0,10685.993069612394
4,10815.286471586702,0,10815.286471586702
5,10815.286471586702,0,10815.286471586702
6,13699.028544974472,0,13699.028544974472
7,13699.028544974472,0,13699.028544974472
8,13913.176133790374,0,13913.176133790374
9,13913.176133790374,0,13913.176133790374
10,17961.179601794633,0,17961.179601794633
11,18426.37050316568,0,18426.37050316568
12,18426.37050316568,0,18426.37050316568
13,18758.37050316568,0,18758.37050316568
14,20869.84951499724,0,20869.84951499724
15,26335.706552568772,0,26335.706552568772
16,26990.89765982316,0,26990.89765982316
17,27937.22949633073,0,27937.22949633073
18,28494.955104304718,0,28494.955104304718
19,29052.715420963406,0,29052.715420963406
20,29052.715420963406,0,29052.715420963406
21,29295.411081874616,0,29295.411081874616
22,29295.411081874616,0,29295.411081874616
23,29517.235487718648,0,29517.235487718648
24,31709.38915516506,0,31709.38915516506
25,34017.190623605624,0,34017.190623605624
26,34550.62065869096,0,34550.62065869096
27,35096.30999880356,0,35096.30999880356
28,35096.30999880356,0,35096.30999880356
29,35424.736450970144,0,35424.736450970144
30,39572.377307915995,0,39572.377307915995
31,43100.769976313204,0,43100.769976313204
32,43100.769976313204,0,43100.769976313204
33,43894.632660451934,0,43894.632660451934
34,44299.901567137065,0,44299.901567137065
35,44621.33102482988,0,44621.33102482988
36,47229.26071702602,0,47229.26071702602
37,47229.26071702602,0,47229.26071702602
38,47229.26071702602,0,47229.26071702602
39,47229.26071702602,0,47229.26071702602
40,49544.31547479485,0,49544.31547479485
41,50069.87315946134,0,50069.87315946134
42,50333.12399311398,0,50333.12399311398
43,51029.122813767695,0,51029.122813767695
44,53074.78020780795,0,53074.78020780795
45,57990.75146028432,0,57990.75146028432
46,58294.1524588946,0,58294.1524588946
47,58294.1524588946,0,58294.1524588946
48,59288.20195966133,0,59288.20195966133
49,59852.68421884509,0,59852.68421884509
50,60286.30634961077,0,60286.30634961077
51,60425.072975567884,0,60425.072975567884
52,60425.072975567884,0,60425.072975567884
53,60642.79709895832,0,60642.79709895832
54,62891.97395565643,0,62891.97395565643
55,63944.60028980289,0,63944.60028980289
56,64980.40964243024,0,64980.40964243024
57,65551.96329146554,0,65551.96329146554
58,66131.78223068264,0,66131.78223068264
59,66255.26053174557,0,66255.26053174557
60,69931.9281735495,0,69931.9281735495
61,74218.67288057225,0,74218.67288057225
62,74720.20124462408,0,74720.20124462408
63,74951.03457068568,0,74951.03457068568
64,75526.46757903704,0,75526.46757903704
65,76016.56404830204,0,76016.56404830204
66,78471.32327323567,0,78471.32327323567
67,78753.35871451315,0,78753.35871451315
68,78753.35871451315,0,78753.35871451315
69,79142.26748706902,0,79142.26748706902
70,82463.2650263432,0,82463.2650263432
71,83380.94134157554,0,83380.94134157554
72,83380.94134157554,0,83380.94134157554
73,83885.49638797082,0,83885.49638797082
74,85380.36806236894,0,85380.36806236894
75,91887.3526915554,0,91887.3526915554
76,91887.3526915554,0,91887.3526915554
77,92193.96525617667,0,92193.96525617667
78,92862.0576121076,0,92862.0576121076
79,93953.2283524584,0,93953.2283524584
80,94760.57904843467,0,94760.57904843467
81,94760.57904843467,0,94760.57904843467
82,94760.57904843467,0,94760.57904843467
83,94760.57904843467,0,94760.57904843467
84,97180.44918692028,0,97180.44918692028
85,99956.2894225893,0,99956.2894225893
86,100217.3410921139,0,100217.3410921139
87,100633.4050012214,0,100633.4050012214
88,101109.68344810272,0,101109.68344810272
89,102040.4976210447,0,102040.4976210447
90,105292.21899916531,0,105292.21899916531
91,109372.43077681371,0,109372.43077681371
92,109464.63065258846,0,109464.63065258846
93,110974.3586578384,0,110974.3586578384
94,111366.77994807529,0,111366.77994807529
95,111366.77994807529,0,111366.77994807529
96,113687.51456333726,0,113687.51456333726
97,114828.35163468421,0,114828.35163468421
98,114828.35163468421,0,114828.35163468421
99,116108.38394375554,0,116108.38394375554
100,118889.68858138437,0,118889.68858138437
101,118889.68858138437,0,118889.68858138437
102,119611.5531174305,0,119611.5531174305
103,120117.13650736767,0,120117.13650736767
104,121596.03026455414,0,121596.03026455414
105,126006.91619753343,0,126006.91619753343
106,126006.91619753343,0,126006.91619753343
107,126831.991246736,0,126831.991246736
108,128072.61683517048,0,128072.61683517048
109,128483.27104603687,0,128483.27104603687
110,130999.32499715508,0,130999.32499715508
111,130999.32499715508,0,130999.32499715508
112,130999.32499715508,0,130999.32499715508
113,130999.32499715508,0,130999.32499715508
114,133018.47997740656,0,133018.47997740656
115,134092.657207434,0,134092.657207434
116,135962.5247443314,0,135962.5247443314
117,136338.88384634303,0,136338.88384634303
118,136530.24930592248,0,136530.24930592248
119,138164.87563041167,0,138164.87563041167
120,142916.89927711102,0,142916.89927711102
121,145881.58155617063,0,145881.58155617063
122,145881.58155617063,0,145881.58155617063
123,147582.37527559607,0,147582.37527559607
124,147748.6085040885,0,147748.6085040885
125,148544.16862254805,0,148544.16862254805
126,150729.41752646264,0,150729.41752646264
127,150729.41752646264,0,150729.41752646264
128,150729.41752646264,0,150729.41752646264
129,150876.55932463307,0,150876.55932463307
130,153680.31093475007,0,153680.31093475007
131,154041.2600313549,0,154041.2600313549
132,154766.6040562974,0,154766.6040562974
133,154973.82166238473,0,154973.82166238473
134,158233.24478853025,0,158233.24478853025
135,161833.12150001878,0,161833.12150001878
136,162456.85769789794,0,162456.85769789794
137,163118.2323168497,0,163118.2323168497
138,163118.2323168497,0,163118.2323168497
139,163295.0354775318,0,163295.0354775318
140,166041.73159023246,0,166041.73159023246
141,166041.73159023246,0,166041.73159023246
142,166041.73159023246,0,166041.73159023246
143,166041.73159023246,0,166041.73159023246
144,169171.38229959767,0,169171.38229959767
145,169171.38229959767,0,169171.38229959767
146,171957.80102520768,0,171957.80102520768
147,171957.80102520768,0,171957.80102520768
148,172338.7147154031,0,172338.7147154031
149,173138.33974434662,0,173138.33974434662
150,177648.0499929161,0,177648.0499929161
151,179445.6020830947,0,179445.6020830947
152,180892.11689372404,0,180892.11689372404
153,183886.90400190497,0,183886.90400190497
154,184285.64832080578,0,184285.64832080578
155,184504.6351701358,0,184504.6351701358
156,185195.4048067463,0,185195.4048067463
157,186717.21871710205,0,186717.21871710205
158,186717.21871710205,0,186717.21871710205
159,186788.85700369152,0,186788.85700369152
160,187561.07674180644,0,187561.07674180644
161,190120.35927588763,0,190120.35927588763
162,190447.46195120967,0,190447.46195120967
163,191722.19282035684,0,191722.19282035684
164,194772.88800656432,0,194772.88800656432
165,198383.32974294815,0,198383.32974294815
166,198582.6936511974,0,198582.6936511974
167,199258.70454055927,0,199258.70454055927
168,200410.926387329,0,200410.926387329
169,200410.926387329,0,200410.926387329
170,202367.19989755595,0,202367.19989755595
171,203108.79252030776,0,203108.79252030776
172,203232.62383305692,0,203232.62383305692
173,203500.9158580331,0,203500.9158580331
174,206674.08278442288,0,206674.08278442288
175,206674.08278442288,0,206674.08278442288
176,208693.95911226736,0,208693.95911226736
177,209728.11573118618,0,209728.11573118618
178,209728.11573118618,0,209728.11573118618
179,210298.35632139147,0,210298.35632139147
180,213326.53835611045,0,213326.53835611045
181,214764.03072174074,0,214764.03072174074
182,216415.08942031531,0,216415.08942031531
183,219705.26771693968,0,219705.26771693968
184,220303.70460575868,0,220303.70460575868
185,220424.74091067075,0,220424.74091067075
186,220799.64464138515,0,220799.64464138515
187,221566.59554119987,0,221566.59554119987
188,222370.00813820146,0,222370.00813820146
189,223799.17666732133,0,223799.17666732133
190,223992.5964651473,0,223992.5964651473
191,225958.6130016914,0,225958.6130016914
192,225958.6130016914,0,225958.6130016914
193,227045.462232475,0,227045.462232475
194,230142.3577949493,0,230142.3577949493
195,234312.45209709232,0,234312.45209709232
196,234312.45209709232,0,234312.45209709232
197,234567.5265167552,0,234567.5265167552
198,236814.09483572425,0,236814.09483572425
199,236814.09483572425,0,236814.09483572425
200,238210.63542925028,0,238210.63542925028
201,238210.63542925028,0,238210.63542925028
202,239856.95901169127,0,239856.95901169127
203,240620.56122763373,0,240620.56122763373
204,243702.43098764282,0,243702.43098764282
205,243702.43098764282,0,243702.43098764282
206,244339.51912588128,0,244339.51912588128
207,247883.5116658931,0,247883.5116658931
208,247883.5116658931,0,247883.5116658931
209,248003.46219255697,0,248003.46219255697
210,250978.0504978035,0,250978.0504978035
211,250978.0504978035,0,250978.0504978035
212,251746.6446061183,0,251746.6446061183
213,255733.500595683,0,255733.500595683
214,256179.85287802527,0,256179.85287802527
215,256326.61630807378,0,256326.61630807378
216,256326.61630807378,0,256326.61630807378
217,257346.36552407657,0,257346.36552407657
218,257738.56579249614,0,257738.56579249614
219,262405.708853958,0,262405.708853958
220,262405.708853958,0,262405.708853958
221,263164.3162299731,0,263164.3162299731
222,263164.3162299731,0,263164.3162299731
223,263921.3646829657,0,263921.3646829657
224,266748.6699665361,0,266748.6699665361
225,270436.4364136635,0,270436.4364136635
226,270793.1699889879,0,270793.1699889879
227,271772.6588279532,0,271772.6588279532
228,274143.44547805394,0,274143.44547805394
229,274901.4904991185,0,274901.4904991185
230,276085.83808282577,0,276085.83808282577
231,276085.83808282577,0,276085.83808282577
232,276085.83808282577,0,276085.83808282577
233,276748.2124728052,0,276748.2124728052
234,281204.00292346673,0,281204.00292346673
235,281204.00292346673,0,281204.00292346673
236,281868.2742972324,0,281868.2742972324
237,284455.09963544057,0,284455.09963544057
238,285220.55773414735,0,285220.55773414735
239,285220.55773414735,0,285220.55773414735
240,288195.59026942594,0,288195.59026942594
241,288195.59026942594,0,288195.59026942594
242,289793.9705961528,0,289793.9705961528
243,292294.4323825405,0,292294.4323825405
244,293267.52207866515,0,293267.52207866515
245,294270.19362793386,0,294270.19362793386
246,294270.19362793386,0,294270.19362793386
247,295770.51914081053,0,295770.51914081053
248,295770.51914081053,0,295770.51914081053
249,297713.83186229324,0,297713.83186229324
250,300387.37415792403,0,300387.37415792403
